run_id,data encoded,K/K(interval i),lr,data_dir,val_size,batch_size,discrete_z,z_num_vals,num_workers,min_data_size,data_increment,model_cache_dir,scramble_data_by,val_train_shared,z_num_attributes,interval_patience,allow_final_overfit,interval_patience_tol,include_initial_length
4bti19mx,50,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,100,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,150,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,200,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,250,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,300,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,350,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,400,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,450,201.1802978515625,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,500,204.79605102539062,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,550,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,600,199.291748046875,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,650,196.81536865234375,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,700,207.9441375732422,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,750,204.76699829101562,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
4bti19mx,800,190.39141845703125,0.001,/home/mila/e/eric.elmoznino/scratch/complexity_compositionality/data/emergent_languages_2attr_8vals_no-resets_seed-5,400,50,True,8,0,50,50,,z,False,2,50,True,0.001,True
