Sentence length,Vocabulary size,Representation dimensionality,Disentanglement,Noise ratio,Compositionality,Topological similarity
16,26,64,1,0.01,1.0810226986403304,0.2915499277845161
16,26,64,1,0.01,1.0817207049545556,0.29765549801742885
16,27,64,1,0.01,1.0788352864934854,0.2929518691670733
16,27,64,1,0.01,1.0793571429931577,0.2574705407364196
16,27,64,1,0.01,1.0794642041494773,0.25592807797530026
16,27,64,1,0.01,1.078929565941404,0.27640473042887354
16,27,64,1,0.01,1.0794709073928812,0.28427594563215886
16,27,64,1,0.01,1.0809736706871171,0.25459904468923067
16,27,64,1,0.01,1.0792512640268137,0.2650971671341111
16,27,64,1,0.01,1.0792692129667945,0.27406408642621344
16,27,64,1,0.01,1.0807142939965793,0.28907169625020473
16,27,64,1,0.01,1.0805611181332557,0.3101630388791199
16,28,64,1,0.01,1.0767173684876397,0.26061668588465103
16,28,64,1,0.01,1.0779354173046416,0.2802767768652661
16,28,64,1,0.01,1.0788002257272216,0.29766734773767295
16,28,64,1,0.01,1.0780941469602208,0.27036606965129545
16,28,64,1,0.01,1.0785148611471636,0.2817452768593659
16,28,64,1,0.01,1.077694966471145,0.28691854643083914
16,28,64,1,0.01,1.077178237370166,0.26877667469194577
16,28,64,1,0.01,1.0782772872336581,0.2814000912078344
16,28,64,1,0.01,1.07726420019439,0.2715741220254426
16,28,64,1,0.01,1.0782709254667668,0.28879184542617575
16,29,64,1,0.01,1.0752405107181784,0.27446442356084
16,29,64,1,0.01,1.0758703569688621,0.26643751797737714
16,29,64,1,0.01,1.0758989776151884,0.2573398841308683
16,29,64,1,0.01,1.076407636725265,0.28570395401128357
16,29,64,1,0.01,1.0766724099256084,0.27212519991919637
16,29,64,1,0.01,1.0772180086934895,0.2586065018452206
16,29,64,1,0.01,1.07619851460823,0.27998912754761873
16,29,64,1,0.01,1.0756766368143256,0.24800176226914455
16,29,64,1,0.01,1.0770814515213147,0.3021754248175868
16,29,64,1,0.01,1.0764668507414985,0.24772022587363807
16,30,64,1,0.01,1.0745470166237971,0.27243301566856676
16,30,64,1,0.01,1.074683599426383,0.2748217752017678
16,30,64,1,0.01,1.0741761793180833,0.2641407805945507
16,30,64,1,0.01,1.0738915775446014,0.2680327615453054
16,30,64,1,0.01,1.0742237212509014,0.2520003958912615
16,30,64,1,0.01,1.0753483590643362,0.2889599839706842
16,30,64,1,0.01,1.073528021909973,0.28068121697504506
16,30,64,1,0.01,1.0746397685584756,0.2688792291248986
16,30,64,1,0.01,1.0743945887624973,0.25079116224834896
16,30,64,1,0.01,1.075510707850159,0.2871443197512836
16,31,64,1,0.01,1.0739578831675944,0.2532004390526345
16,31,64,1,0.01,1.073034909587979,0.2567041696965105
16,31,64,1,0.01,1.0737674464272104,0.24571718431975742
16,31,64,1,0.01,1.0730119050944267,0.23789910100059897
16,31,64,1,0.01,1.0726494888073759,0.22735088640772094
16,31,64,1,0.01,1.0742490994538962,0.24371949057304854
16,31,64,1,0.01,1.0709547119908045,0.26209489651806345
16,31,64,1,0.01,1.074002094560825,0.22953639033323175
16,31,64,1,0.01,1.0727775229214565,0.26754672228294185
16,31,64,1,0.01,1.0730689801584303,0.24352442192354284
16,32,64,1,0.01,1.0707507694406864,0.2525275434852279
16,32,64,1,0.01,1.071855295417333,0.2527949054484936
16,32,64,1,0.01,1.071790587836257,0.2695208749638552
16,32,64,1,0.01,1.0718881111056695,0.24526663857738085
16,32,64,1,0.01,1.0719212752247222,0.21260470389240074
16,32,64,1,0.01,1.072110170499977,0.27310019439208477
16,32,64,1,0.01,1.0716062252547858,0.24968210672206226
16,32,64,1,0.01,1.0716914890604943,0.26730611107125946
16,32,64,1,0.01,1.0716529210767212,0.27642340886232064
16,32,64,1,0.01,1.0715737723731789,0.26021819282371667
16,33,64,1,0.01,1.070165840341136,0.2533564268424816
16,33,64,1,0.01,1.0698678682597882,0.24198569327978958
16,33,64,1,0.01,1.0699213745629452,0.24816289085512133
16,33,64,1,0.01,1.0696592275204606,0.24936897581274137
16,33,64,1,0.01,1.0713245305860306,0.2359023829455626
16,33,64,1,0.01,1.0705226134016368,0.2426572759815856
16,33,64,1,0.01,1.069804042928814,0.24049238287792413
16,33,64,1,0.01,1.070946859748608,0.25039956525887785
16,33,64,1,0.01,1.0704824617362028,0.20824370024124855
16,33,64,1,0.01,1.0702897311785942,0.24646032891987213
16,34,64,1,0.01,1.0687042984032482,0.2570977496826565
16,34,64,1,0.01,1.0690367295125256,0.25488332403576025
16,34,64,1,0.01,1.069844897067557,0.22472550149582388
16,34,64,1,0.01,1.069067869606133,0.24268019330098306
16,34,64,1,0.01,1.0691189942718244,0.24752167762071253
16,34,64,1,0.01,1.0691550389375772,0.2461489353526004
16,34,64,1,0.01,1.068196371703175,0.230742209045975
16,34,64,1,0.01,1.0696446004718065,0.259061043795895
16,34,64,1,0.01,1.0687700410741987,0.2414700253520256
16,34,64,1,0.01,1.0688207228438014,0.24247124734642486
16,35,64,1,0.01,1.0675396692687416,0.25204064418923566
16,35,64,1,0.01,1.0677955035801945,0.2618944857050023
16,35,64,1,0.01,1.067391254297166,0.2017293012317239
16,35,64,1,0.01,1.0671960238188438,0.2493119450266837
16,35,64,1,0.01,1.0683437805199223,0.2511459039512347
16,35,64,1,0.01,1.0677446575133245,0.26865163853986923
16,35,64,1,0.01,1.0674334050220837,0.24961214344269864
16,35,64,1,0.01,1.0671603231806261,0.23090549259882026
16,35,64,1,0.01,1.0679350363271738,0.2537643101427077
16,35,64,1,0.01,1.068525298921934,0.26950106544750935
16,36,64,1,0.01,1.0668956492349768,0.24235642204552796
16,36,64,1,0.01,1.0664807786272064,0.26900162986681353
16,36,64,1,0.01,1.066973636217358,0.22486887063621558
16,36,64,1,0.01,1.066077217005691,0.2552666901547822
16,36,64,1,0.01,1.0672918705937828,0.23746339310301495
16,36,64,1,0.01,1.067750341408272,0.23657887220865215
16,36,64,1,0.01,1.0662000571240446,0.2535981352843837
16,36,64,1,0.01,1.0669103983447032,0.24569233047809003
16,36,64,1,0.01,1.066670032032907,0.22721887729600315
16,36,64,1,0.01,1.0669684963934345,0.25385808388686226
16,37,64,1,0.01,1.0651825868437867,0.2574312544506688
16,37,64,1,0.01,1.0660399656977608,0.23055617191408523
16,37,64,1,0.01,1.0651903051864227,0.21479041899747345
16,37,64,1,0.01,1.0649070963360823,0.23321771934764834
16,37,64,1,0.01,1.0655675850490884,0.23826748290572147
16,37,64,1,0.01,1.0654027141527609,0.25498964031310034
16,37,64,1,0.01,1.064171151462308,0.23444921205851998
16,37,64,1,0.01,1.0660071340806672,0.25332745400555645
16,37,64,1,0.01,1.064974993776342,0.24372978644715015
16,37,64,1,0.01,1.0656379264617781,0.21794439372411695
16,38,64,1,0.01,1.064611212211298,0.24837315607342486
16,38,64,1,0.01,1.0646821684091816,0.2468222895006999
16,38,64,1,0.01,1.0638322100041966,0.2340033274815181
16,38,64,1,0.01,1.063603482302287,0.25051957771492595
16,38,64,1,0.01,1.0646436779784243,0.22429355744021984
16,38,64,1,0.01,1.0648186131966306,0.22770551837984326
16,38,64,1,0.01,1.0642410806164466,0.22777985665402567
16,38,64,1,0.01,1.0636470352306873,0.24053673633024492
16,38,64,1,0.01,1.0641700005184698,0.23276712293853294
16,38,64,1,0.01,1.065002778233566,0.2006935055374145
16,39,64,1,0.01,1.0633037192449313,0.24518560501396286
16,39,64,1,0.01,1.0632672881696752,0.21024235077450604
16,39,64,1,0.01,1.0630841486723488,0.21492748123367098
16,39,64,1,0.01,1.0622996663440922,0.2365495632178372
16,39,64,1,0.01,1.0633399540945825,0.24756457267884668
16,39,64,1,0.01,1.0636559852224376,0.22602068904430767
16,39,64,1,0.01,1.0625925876423812,0.25357948491868265
16,39,64,1,0.01,1.0632619660600633,0.22941311539204395
16,39,64,1,0.01,1.0624394539541235,0.24853180319649426
16,39,64,1,0.01,1.0634894085090216,0.21971456082263152
16,40,64,1,0.01,1.0623850380968578,0.22351846906507622
16,40,64,1,0.01,1.0623566794411161,0.23836881621460942
16,40,64,1,0.01,1.0613899876364967,0.20205595497661363
16,40,64,1,0.01,1.0619406960344455,0.2243619863337918
16,40,64,1,0.01,1.0620853746861625,0.23814168070992667
16,40,64,1,0.01,1.0621794546888121,0.2319799494066002
16,40,64,1,0.01,1.0611286457064641,0.24327077683659254
16,40,64,1,0.01,1.0619941673729925,0.23267654956096975
16,40,64,1,0.01,1.0616049749854162,0.22988299887441976
16,40,64,1,0.01,1.0624819519308804,0.2287861933716496
16,41,64,1,0.01,1.0619599064221237,0.21786394053499208
16,41,64,1,0.01,1.0613805928110176,0.22399333547385636
16,41,64,1,0.01,1.06129861985271,0.22884845789879116
16,41,64,1,0.01,1.0604409735664893,0.24655020852754664
16,41,64,1,0.01,1.060910818825041,0.21585879801856436
16,41,64,1,0.01,1.061613026522737,0.2355457592435129
16,41,64,1,0.01,1.0604970115788421,0.23686883822224658
16,41,64,1,0.01,1.0601757946192778,0.241365972773452
16,41,64,1,0.01,1.0611479272116493,0.22770099234152535
16,41,64,1,0.01,1.0616276053441331,0.21491221749575434
16,42,64,1,0.01,1.059804893295092,0.24009412542299413
16,42,64,1,0.01,1.060843938781092,0.22926340640306572
16,42,64,1,0.01,1.0597024321043564,0.2119938997904497
16,42,64,1,0.01,1.0600321561371093,0.22165265392595815
16,42,64,1,0.01,1.0602837956556517,0.19416007745729683
16,42,64,1,0.01,1.0600192149625152,0.23990581503437441
16,42,64,1,0.01,1.059509983072083,0.2235208626114475
16,42,64,1,0.01,1.060810120767666,0.23269020502034105
16,42,64,1,0.01,1.0596868272170838,0.2192300456174497
16,42,64,1,0.01,1.0601278670323695,0.20255554368398954
16,43,64,1,0.01,1.0592724087301677,0.23872631665221372
16,43,64,1,0.01,1.0601520797885442,0.2513914502630086
16,43,64,1,0.01,1.0588116247906358,0.23406243185142792
16,43,64,1,0.01,1.0582538364049876,0.23619290983157082
16,43,64,1,0.01,1.059579871051912,0.20283527036262516
16,43,64,1,0.01,1.0599444935339293,0.20020068137608343
16,43,64,1,0.01,1.0582755373257196,0.1942010450663082
16,43,64,1,0.01,1.0597267328820712,0.22604745402847967
16,43,64,1,0.01,1.0589875260378672,0.222461800711462
16,43,64,1,0.01,1.060073557452921,0.18831889113280872
16,44,64,1,0.01,1.0582992982640222,0.21331059621160875
16,44,64,1,0.01,1.0583333242520103,0.2231714837739324
16,44,64,1,0.01,1.058416226314309,0.22624824729758947
16,44,64,1,0.01,1.058723930250653,0.21383218935946371
16,44,64,1,0.01,1.0580015053242,0.20842314543411478
16,44,64,1,0.01,1.0583590000720648,0.21577677761800357
16,44,64,1,0.01,1.0580660373628625,0.20742405073541606
16,44,64,1,0.01,1.0584808485194355,0.20101638295150812
16,44,64,1,0.01,1.0581941277309932,0.21842225740910778
16,44,64,1,0.01,1.0587436513752184,0.20306074293337828
16,45,64,1,0.01,1.0577991414723722,0.21383140318202243
16,45,64,1,0.01,1.057396257458216,0.22126427300277896
16,45,64,1,0.01,1.0572217701857007,0.2164302086911855
16,45,64,1,0.01,1.056923683137756,0.2345017058978863
16,45,64,1,0.01,1.057605409064929,0.20273515008218407
16,45,64,1,0.01,1.0575264701101825,0.2271752088790529
16,45,64,1,0.01,1.0566248337941906,0.2288919998923304
16,45,64,1,0.01,1.0577905779513221,0.22146660490221853
16,45,64,1,0.01,1.0577207025113264,0.17070930151131286
16,45,64,1,0.01,1.0583027119478028,0.20311908487950836
16,46,64,1,0.01,1.056901971682488,0.2128750020505153
16,46,64,1,0.01,1.0571087213017667,0.20428819319712888
16,46,64,1,0.01,1.0567204950581108,0.21661461053879244
16,46,64,1,0.01,1.0563034320779427,0.1938399890922325
16,46,64,1,0.01,1.0564207773498782,0.21038635222772867
16,46,64,1,0.01,1.0573839315765232,0.21198977844225297
16,46,64,1,0.01,1.056273033677668,0.2081578555228163
16,46,64,1,0.01,1.0561044626582667,0.21072252556367163
16,46,64,1,0.01,1.056305312112903,0.21682999208675258
16,46,64,1,0.01,1.056958413798967,0.21488313324409145
16,47,64,1,0.01,1.0557489931202741,0.21366664124627793
16,47,64,1,0.01,1.0558503135327089,0.2142636202378267
16,47,64,1,0.01,1.0558290590427115,0.21410438307543583
16,47,64,1,0.01,1.055933001710805,0.21534027261143823
16,47,64,1,0.01,1.0555195658455228,0.22093373639475963
16,47,64,1,0.01,1.0559802649998544,0.22137441977677846
16,47,64,1,0.01,1.0551772035618856,0.23490853292776964
16,47,64,1,0.01,1.0558972855632913,0.18643163837351276
16,47,64,1,0.01,1.055628915046232,0.2058414553545832
16,47,64,1,0.01,1.0563242334393512,0.22695873871246292
16,48,64,1,0.01,1.0551719122828915,0.2192653776679861
16,48,64,1,0.01,1.0554086798150788,0.20096857951706243
16,48,64,1,0.01,1.0551823383245404,0.21576115945833635
16,48,64,1,0.01,1.054494305264812,0.21624491095396242
16,48,64,1,0.01,1.0548164703731693,0.21187627203486442
16,48,64,1,0.01,1.0553499986153978,0.21205242233615035
16,48,64,1,0.01,1.0548424520399835,0.19727712950245302
