Sentence length,Vocabulary size,Representation dimensionality,Disentanglement,Noise ratio,Compositionality,Topological similarity
16,2,64,1,0.01,1.1052787122343661,0.9951101441317367
16,2,64,1,0.01,1.1064578059464993,0.9943103444245687
16,2,64,1,0.01,1.1052193506211825,0.9950447671360223
16,2,64,1,0.01,1.1016066173119763,0.9951275041324461
16,2,64,1,0.01,1.1048984489048035,0.994917392108027
16,2,64,1,0.01,1.1051848207826853,0.9950392809115074
16,2,64,1,0.01,1.1051390762576336,0.9949802280894559
16,2,64,1,0.01,1.1036287298421685,0.994955088988009
16,2,64,1,0.01,1.1061797666812234,0.9949767962241467
16,2,64,1,0.01,1.1046425404817588,0.9950476957227633
16,3,64,1,0.01,1.1347451078881863,0.8729040375060696
16,3,64,1,0.01,1.134379925644871,0.8391700136617073
16,3,64,1,0.01,1.1350431378788586,0.718100189906332
16,3,64,1,0.01,1.1298158201171002,0.909171487743079
16,3,64,1,0.01,1.130562084177996,0.8971735174153399
16,3,64,1,0.01,1.1297539284289082,0.9801225713257873
16,3,64,1,0.01,1.1318298808183143,0.6619113879664053
16,3,64,1,0.01,1.1345164812769961,0.9301344462615782
16,3,64,1,0.01,1.130986507380703,0.7050023100023575
16,3,64,1,0.01,1.1335452738711453,0.997569308805204
16,4,64,1,0.01,1.1418322680938973,0.855281138768955
16,4,64,1,0.01,1.1417912148921734,0.6849002134040103
16,4,64,1,0.01,1.1405195473810237,0.727322915737967
16,4,64,1,0.01,1.137965726591554,0.6181215454691553
16,4,64,1,0.01,1.1369184127261238,0.7690138039589693
16,4,64,1,0.01,1.1404336457372737,0.86217293776982
16,4,64,1,0.01,1.1407060788109096,0.625771903870029
16,4,64,1,0.01,1.1445074586192432,0.6113891222601788
16,4,64,1,0.01,1.1448847930223516,0.7768677578613707
16,4,64,1,0.01,1.1389393945686341,0.669914922697693
16,5,64,1,0.01,1.1441223927535153,0.6748368791495832
16,5,64,1,0.01,1.1434630681335414,0.6647201844119535
16,5,64,1,0.01,1.1403537036439133,0.638952225249187
16,5,64,1,0.01,1.1415352651042792,0.6050999237167192
16,5,64,1,0.01,1.1364407923743969,0.587130995299629
16,5,64,1,0.01,1.1442556044332357,0.7704082141600478
16,5,64,1,0.01,1.1423768267234127,0.7505747209140077
16,5,64,1,0.01,1.1449258516563343,0.6200834175044454
16,5,64,1,0.01,1.1451169899398406,0.6135517150556473
16,5,64,1,0.01,1.141739830086398,0.5584694683831446
16,6,64,1,0.01,1.1395631040847425,0.6099872065810062
16,6,64,1,0.01,1.1450306841815296,0.6220993616635643
16,6,64,1,0.01,1.1432217172923045,0.678370131497595
16,6,64,1,0.01,1.1410140887948714,0.6404790297669418
16,6,64,1,0.01,1.1360512330311638,0.5090339171696656
16,6,64,1,0.01,1.1447062674988149,0.6500215438005505
16,6,64,1,0.01,1.140519289451326,0.5562933201171372
16,6,64,1,0.01,1.142933445143447,0.6178537807819939
16,6,64,1,0.01,1.1462042853573275,0.5505972247180078
16,6,64,1,0.01,1.1429843000802542,0.6677208946563973
16,7,64,1,0.01,1.1379616109182689,0.5518518536696424
16,7,64,1,0.01,1.1426441918695438,0.5133143107999177
16,7,64,1,0.01,1.1378309395988266,0.4089395726136218
16,7,64,1,0.01,1.1344186911531653,0.5614907385281722
16,7,64,1,0.01,1.137684768873243,0.5600177234677037
16,7,64,1,0.01,1.1406351251075826,0.4720011609508342
16,7,64,1,0.01,1.1361241518435377,0.6253711902798773
16,7,64,1,0.01,1.1369294865098505,0.4965772829429741
16,7,64,1,0.01,1.1392095601371723,0.6085676965047926
16,7,64,1,0.01,1.1371982690536675,0.5546959516814773
16,8,64,1,0.01,1.1336201732525957,0.4820013088302782
16,8,64,1,0.01,1.135656285286943,0.4923922548340224
16,8,64,1,0.01,1.136679147247109,0.5000903708100783
16,8,64,1,0.01,1.1331208711026148,0.5047143188710386
16,8,64,1,0.01,1.1320615048839673,0.6238042401313935
16,8,64,1,0.01,1.1364841063159523,0.49407944220440175
16,8,64,1,0.01,1.1320998491655523,0.4958790108069743
16,8,64,1,0.01,1.133445123302523,0.48322965529162054
16,8,64,1,0.01,1.136330418988279,0.5135375880828982
16,8,64,1,0.01,1.1357119702286862,0.5226448459560624
16,9,64,1,0.01,1.1294439418667976,0.4224137906326477
16,9,64,1,0.01,1.1309857005747928,0.5011328391801757
16,9,64,1,0.01,1.1314085159042948,0.4884586595715415
16,9,64,1,0.01,1.1275982007665226,0.4884347484964098
16,9,64,1,0.01,1.1275502018019525,0.43314235752702024
16,9,64,1,0.01,1.1298905284767615,0.5114852607381265
16,9,64,1,0.01,1.1303305850240086,0.5232259126040268
16,9,64,1,0.01,1.1301017250358154,0.5240977024711797
16,9,64,1,0.01,1.1317569044251845,0.4740173559556974
16,9,64,1,0.01,1.1306553920374676,0.5686623528520918
16,10,64,1,0.01,1.1270770873716627,0.38944757751359393
16,10,64,1,0.01,1.1271217496659398,0.46513749932487225
16,10,64,1,0.01,1.1249552802869396,0.5622248766813923
16,10,64,1,0.01,1.125752832833382,0.4570697131554837
16,10,64,1,0.01,1.1272189926401328,0.4697475437581635
16,10,64,1,0.01,1.127089891868265,0.4503630016693032
16,10,64,1,0.01,1.1251069849787274,0.4462549870385356
16,10,64,1,0.01,1.1265613204525313,0.498086841941079
16,10,64,1,0.01,1.1279350970173476,0.40076847132914306
16,10,64,1,0.01,1.1266945737709724,0.4268287314710195
16,11,64,1,0.01,1.122495141020794,0.44043635516698443
16,11,64,1,0.01,1.1224252776465615,0.3419416751413066
16,11,64,1,0.01,1.1216092468175753,0.39279070491888135
16,11,64,1,0.01,1.1222052061193992,0.4490394870992533
16,11,64,1,0.01,1.1231944702760777,0.45697575620423025
16,11,64,1,0.01,1.123265433654439,0.4245571848669351
16,11,64,1,0.01,1.1212562390002476,0.4834510705715566
16,11,64,1,0.01,1.121965132436574,0.3427590415346396
16,11,64,1,0.01,1.1250520927744954,0.46683381157982157
16,11,64,1,0.01,1.121658144760074,0.44800320271903216
16,12,64,1,0.01,1.1186083067926569,0.3956040138935437
16,12,64,1,0.01,1.1191451806647863,0.41531253816318797
16,12,64,1,0.01,1.1175572920309989,0.38717454361986725
16,12,64,1,0.01,1.1194515506617562,0.3807909362848102
16,12,64,1,0.01,1.1187951621831094,0.4198190422575283
16,12,64,1,0.01,1.1205987629364957,0.43407216388888303
16,12,64,1,0.01,1.1194917543384064,0.40081369540571177
16,12,64,1,0.01,1.1191478887202317,0.36776283817080646
16,12,64,1,0.01,1.118974955738658,0.3780539675700991
16,12,64,1,0.01,1.115004115611397,0.4119758754013546
16,13,64,1,0.01,1.1135682101569475,0.3785925110766632
16,13,64,1,0.01,1.1167323951258357,0.37598593426950166
16,13,64,1,0.01,1.1137500714757764,0.4470690602190934
16,13,64,1,0.01,1.1153681948400485,0.4107073056798932
16,13,64,1,0.01,1.11402873736309,0.3965773348845153
16,13,64,1,0.01,1.1157451097647988,0.3399941040470309
16,13,64,1,0.01,1.1139942464428998,0.40253937187691635
16,13,64,1,0.01,1.1146089015782905,0.3733784417343411
16,13,64,1,0.01,1.116287089351724,0.3838784295750288
16,13,64,1,0.01,1.1139101873324713,0.4182493101761542
16,14,64,1,0.01,1.109631618564074,0.36709860820485374
16,14,64,1,0.01,1.112726743656295,0.3999915223099817
16,14,64,1,0.01,1.1115508304606383,0.3605006500729466
16,14,64,1,0.01,1.110639749635916,0.3808398203897084
16,14,64,1,0.01,1.1115546572334982,0.46236845525081444
16,14,64,1,0.01,1.1119760622598347,0.3469093557489069
16,14,64,1,0.01,1.1112682969453813,0.4563894185486863
16,14,64,1,0.01,1.1116073879638226,0.33506070051449827
16,14,64,1,0.01,1.1116516351150658,0.4524153199741676
16,14,64,1,0.01,1.1104067847391328,0.3194071930998312
16,15,64,1,0.01,1.1082087198219057,0.3910940324994959
16,15,64,1,0.01,1.1089781749521468,0.3544104568405466
16,15,64,1,0.01,1.1076554983034237,0.36073551187865993
16,15,64,1,0.01,1.1071367660220301,0.3404011474787409
16,15,64,1,0.01,1.1095047974682113,0.37696804771826514
16,15,64,1,0.01,1.110814494116819,0.4084465692318336
16,15,64,1,0.01,1.1067899898955278,0.40184793134605995
16,15,64,1,0.01,1.1081498590807817,0.3526656957868549
16,15,64,1,0.01,1.1090920414995864,0.38927746354811205
16,15,64,1,0.01,1.1064311828267195,0.3450105535455956
16,16,64,1,0.01,1.1047253457587953,0.3938836544716966
16,16,64,1,0.01,1.104348419448705,0.33581196064818136
16,16,64,1,0.01,1.1049755490694884,0.3739713790818837
16,16,64,1,0.01,1.1068730554099366,0.3486368929317435
16,16,64,1,0.01,1.10470606810548,0.37741682248685504
16,16,64,1,0.01,1.1050225500718065,0.33065070555452314
16,16,64,1,0.01,1.1050123929506508,0.4172618695952012
16,16,64,1,0.01,1.1043972600858518,0.3289562032759999
16,16,64,1,0.01,1.104742077403111,0.39259989436807835
16,16,64,1,0.01,1.1049772669060551,0.3218777427940801
16,17,64,1,0.01,1.1004277117596692,0.34989274203103404
16,17,64,1,0.01,1.1010034428902282,0.3049982250123247
16,17,64,1,0.01,1.10163713927062,0.28953963509831376
16,17,64,1,0.01,1.1010008389457906,0.37803533902582576
16,17,64,1,0.01,1.1014603660396898,0.32407304850596147
16,17,64,1,0.01,1.1042238211796356,0.3782919585513426
16,17,64,1,0.01,1.1008127028042611,0.30814850859524784
16,17,64,1,0.01,1.1015487118400167,0.40499454860589534
16,17,64,1,0.01,1.1014218325313465,0.38689426559204854
16,17,64,1,0.01,1.102562327217118,0.3866333184386621
16,18,64,1,0.01,1.0991492301739474,0.33000553424720347
16,18,64,1,0.01,1.0997159682743258,0.3632126224234833
16,18,64,1,0.01,1.0981169685011556,0.3115192720153437
16,18,64,1,0.01,1.099007478241739,0.34252366136014656
16,18,64,1,0.01,1.0989838640388616,0.3486879944529001
16,18,64,1,0.01,1.0985533049331817,0.36050652002480615
16,18,64,1,0.01,1.0984989525273607,0.35051884258673516
16,18,64,1,0.01,1.098976660386754,0.29282317846886396
16,18,64,1,0.01,1.099923119535044,0.3395680352886187
16,18,64,1,0.01,1.0986626508030632,0.31901198065451275
16,19,64,1,0.01,1.0971608698399427,0.32159184820602404
16,19,64,1,0.01,1.096321178414258,0.367234596751273
16,19,64,1,0.01,1.0976206509194044,0.37907735099887463
16,19,64,1,0.01,1.0948120489921354,0.31009543241149384
16,19,64,1,0.01,1.0956556783452662,0.36837349203745884
16,19,64,1,0.01,1.0985397524099179,0.3076729538914068
16,19,64,1,0.01,1.0926493634431431,0.3543384308591239
16,19,64,1,0.01,1.0964388496444186,0.3078578869573543
16,19,64,1,0.01,1.095450503850967,0.35823642936021716
16,19,64,1,0.01,1.096761342794807,0.2981883051244584
16,20,64,1,0.01,1.0944045273830212,0.3456928734322889
16,20,64,1,0.01,1.094075251518548,0.3015670687761385
16,20,64,1,0.01,1.0950853018425126,0.3580283330393714
16,20,64,1,0.01,1.0933608325066306,0.355239180032516
16,20,64,1,0.01,1.0943051742976702,0.3448623271280853
16,20,64,1,0.01,1.094311622393694,0.3436674591027795
16,20,64,1,0.01,1.0929126725422131,0.29557949847301834
16,20,64,1,0.01,1.093773883527862,0.3607541435351887
16,20,64,1,0.01,1.0921237126575838,0.35015488268082184
16,20,64,1,0.01,1.093004521903761,0.3154090467120893
16,21,64,1,0.01,1.092198400422541,0.3030055442838554
16,21,64,1,0.01,1.0922380372634424,0.3076649794749314
16,21,64,1,0.01,1.090802262639904,0.2778959567645116
16,21,64,1,0.01,1.0915413599297132,0.32977030630652193
16,21,64,1,0.01,1.0920103796532976,0.34602870755628035
16,21,64,1,0.01,1.0920230745281931,0.31694637699454653
16,21,64,1,0.01,1.0898202959608296,0.3300577733175663
16,21,64,1,0.01,1.0917700279510163,0.32838578967429355
16,21,64,1,0.01,1.0921035314200864,0.30101377833998255
16,21,64,1,0.01,1.0927368806002002,0.28150390510025963
16,22,64,1,0.01,1.088300931453249,0.34876296897699044
16,22,64,1,0.01,1.0892927253085498,0.30914571530011137
16,22,64,1,0.01,1.0901205246503674,0.31020085586546775
16,22,64,1,0.01,1.0898480806571584,0.32880341779984135
16,22,64,1,0.01,1.0902387415572532,0.31795783027828906
16,22,64,1,0.01,1.089154212464934,0.3246616238289314
16,22,64,1,0.01,1.0877198916606245,0.2850880416582431
16,22,64,1,0.01,1.0902094806904892,0.28519647498961037
16,22,64,1,0.01,1.0893388315618653,0.331490004064956
16,22,64,1,0.01,1.0899657775770137,0.2817942387950956
16,23,64,1,0.01,1.0878439144730965,0.3185456895472224
16,23,64,1,0.01,1.085782783216848,0.30332576954139706
16,23,64,1,0.01,1.08738227893699,0.2942920483938621
16,23,64,1,0.01,1.0878667944766955,0.2967915772471043
16,23,64,1,0.01,1.0874731846004813,0.24672848113394147
16,23,64,1,0.01,1.0872301774623274,0.3343729222553942
16,23,64,1,0.01,1.0864380682772246,0.3086158941238165
16,23,64,1,0.01,1.0859518690542256,0.2834587821690085
16,23,64,1,0.01,1.0870782418846516,0.31643864810571715
16,23,64,1,0.01,1.0864695614260833,0.2937349346859564
16,24,64,1,0.01,1.0847645889347008,0.2820811580428111
16,24,64,1,0.01,1.08424401676317,0.30089575581538
16,24,64,1,0.01,1.0849480618545004,0.31529413397876355
16,24,64,1,0.01,1.0837386733405754,0.26126722031127353
16,24,64,1,0.01,1.0848557250335098,0.24023132590263777
16,24,64,1,0.01,1.0860373163344137,0.3281267637264907
16,24,64,1,0.01,1.0845108342827523,0.2775007445491614
16,24,64,1,0.01,1.084993021308902,0.28262052515515035
16,24,64,1,0.01,1.0849158232792124,0.33388758404175745
16,24,64,1,0.01,1.085328241911957,0.2984406652206607
16,25,64,1,0.01,1.082181318030045,0.28348387247986173
16,25,64,1,0.01,1.0837733709145094,0.294508077005445
16,25,64,1,0.01,1.0836915977046757,0.28674036246137025
16,25,64,1,0.01,1.0821191130880468,0.2893589214002664
16,25,64,1,0.01,1.0836839177035078,0.28128370762170984
16,25,64,1,0.01,1.0825076440793304,0.2758782456990915
16,25,64,1,0.01,1.0823340558268133,0.2790467309206697
16,25,64,1,0.01,1.0828332188193504,0.3186322781118478
16,25,64,1,0.01,1.0819074168513974,0.32256810647434886
16,25,64,1,0.01,1.0835404180973085,0.31428633668909856
16,26,64,1,0.01,1.0807955710541246,0.30217517695182994
16,26,64,1,0.01,1.0803230170938085,0.2729221304963403
16,26,64,1,0.01,1.081768419836752,0.2936622473058292
16,26,64,1,0.01,1.0812642978770903,0.2974029329022317
16,26,64,1,0.01,1.0829601105658537,0.2624813385303654
16,26,64,1,0.01,1.0816131867957675,0.27669118296181716
16,26,64,1,0.01,1.0819559653152935,0.29519821020192294
16,26,64,1,0.01,1.0805138624209392,0.28299779037231354
