Sentence length,Vocabulary size,Representation dimensionality,Disentanglement,Noise ratio,Compositionality
16,36,64,1,0.01,1.0672918705937828
16,36,64,1,0.01,1.067750341408272
16,36,64,1,0.01,1.0662000571240446
16,36,64,1,0.01,1.0669103983447032
16,36,64,1,0.01,1.066670032032907
16,36,64,1,0.01,1.0669684963934345
16,37,64,1,0.01,1.0651825868437867
16,37,64,1,0.01,1.0660399656977608
16,37,64,1,0.01,1.0651903051864227
16,37,64,1,0.01,1.0649070963360823
16,37,64,1,0.01,1.0655675850490884
16,37,64,1,0.01,1.0654027141527609
16,37,64,1,0.01,1.064171151462308
16,37,64,1,0.01,1.0660071340806672
16,37,64,1,0.01,1.064974993776342
16,37,64,1,0.01,1.0656379264617781
16,38,64,1,0.01,1.064611212211298
16,38,64,1,0.01,1.0646821684091816
16,38,64,1,0.01,1.0638322100041966
16,38,64,1,0.01,1.063603482302287
16,38,64,1,0.01,1.0646436779784243
16,38,64,1,0.01,1.0648186131966306
16,38,64,1,0.01,1.0642410806164466
16,38,64,1,0.01,1.0636470352306873
16,38,64,1,0.01,1.0641700005184698
16,38,64,1,0.01,1.065002778233566
16,39,64,1,0.01,1.0633037192449313
16,39,64,1,0.01,1.0632672881696752
16,39,64,1,0.01,1.0630841486723488
16,39,64,1,0.01,1.0622996663440922
16,39,64,1,0.01,1.0633399540945825
16,39,64,1,0.01,1.0636559852224376
16,39,64,1,0.01,1.0625925876423812
16,39,64,1,0.01,1.0632619660600633
16,39,64,1,0.01,1.0624394539541235
16,39,64,1,0.01,1.0634894085090216
16,40,64,1,0.01,1.0623850380968578
16,40,64,1,0.01,1.0623566794411161
16,40,64,1,0.01,1.0613899876364967
16,40,64,1,0.01,1.0619406960344455
16,40,64,1,0.01,1.0620853746861625
16,40,64,1,0.01,1.0621794546888121
16,40,64,1,0.01,1.0611286457064641
16,40,64,1,0.01,1.0619941673729925
16,40,64,1,0.01,1.0616049749854162
16,40,64,1,0.01,1.0624819519308804
16,41,64,1,0.01,1.0619599064221237
16,41,64,1,0.01,1.0613805928110176
16,41,64,1,0.01,1.06129861985271
16,41,64,1,0.01,1.0604409735664893
16,41,64,1,0.01,1.060910818825041
16,41,64,1,0.01,1.061613026522737
16,41,64,1,0.01,1.0604970115788421
16,41,64,1,0.01,1.0601757946192778
16,41,64,1,0.01,1.0611479272116493
16,41,64,1,0.01,1.0616276053441331
16,42,64,1,0.01,1.059804893295092
16,42,64,1,0.01,1.060843938781092
16,42,64,1,0.01,1.0597024321043564
16,42,64,1,0.01,1.0600321561371093
16,42,64,1,0.01,1.0602837956556517
16,42,64,1,0.01,1.0600192149625152
16,42,64,1,0.01,1.059509983072083
16,42,64,1,0.01,1.060810120767666
16,42,64,1,0.01,1.0596868272170838
16,42,64,1,0.01,1.0601278670323695
16,43,64,1,0.01,1.0592724087301677
16,43,64,1,0.01,1.0601520797885442
16,43,64,1,0.01,1.0588116247906358
16,43,64,1,0.01,1.0582538364049876
16,43,64,1,0.01,1.059579871051912
16,43,64,1,0.01,1.0599444935339293
16,43,64,1,0.01,1.0582755373257196
16,43,64,1,0.01,1.0597267328820712
16,43,64,1,0.01,1.0589875260378672
16,43,64,1,0.01,1.060073557452921
16,44,64,1,0.01,1.0582992982640222
16,44,64,1,0.01,1.0583333242520103
16,44,64,1,0.01,1.058416226314309
16,44,64,1,0.01,1.058723930250653
16,44,64,1,0.01,1.0580015053242
16,44,64,1,0.01,1.0583590000720648
16,44,64,1,0.01,1.0580660373628625
16,44,64,1,0.01,1.0584808485194355
16,44,64,1,0.01,1.0581941277309932
16,44,64,1,0.01,1.0587436513752184
16,45,64,1,0.01,1.0577991414723722
16,45,64,1,0.01,1.057396257458216
16,45,64,1,0.01,1.0572217701857007
16,45,64,1,0.01,1.056923683137756
16,45,64,1,0.01,1.057605409064929
16,45,64,1,0.01,1.0575264701101825
16,45,64,1,0.01,1.0566248337941906
16,45,64,1,0.01,1.0577905779513221
16,45,64,1,0.01,1.0577207025113264
16,45,64,1,0.01,1.0583027119478028
16,46,64,1,0.01,1.056901971682488
16,46,64,1,0.01,1.0571087213017667
16,46,64,1,0.01,1.0567204950581108
16,46,64,1,0.01,1.0563034320779427
16,46,64,1,0.01,1.0564207773498782
16,46,64,1,0.01,1.0573839315765232
16,46,64,1,0.01,1.056273033677668
16,46,64,1,0.01,1.0561044626582667
16,46,64,1,0.01,1.056305312112903
16,46,64,1,0.01,1.056958413798967
16,47,64,1,0.01,1.0557489931202741
16,47,64,1,0.01,1.0558503135327089
16,47,64,1,0.01,1.0558290590427115
16,47,64,1,0.01,1.055933001710805
16,47,64,1,0.01,1.0555195658455228
16,47,64,1,0.01,1.0559802649998544
16,47,64,1,0.01,1.0551772035618856
16,47,64,1,0.01,1.0558972855632913
16,47,64,1,0.01,1.055628915046232
16,47,64,1,0.01,1.0563242334393512
16,48,64,1,0.01,1.0551719122828915
16,48,64,1,0.01,1.0554086798150788
16,48,64,1,0.01,1.0551823383245404
16,48,64,1,0.01,1.054494305264812
16,48,64,1,0.01,1.0548164703731693
16,48,64,1,0.01,1.0553499986153978
16,48,64,1,0.01,1.0548424520399835
16,48,64,1,0.01,1.0549233944949685
16,48,64,1,0.01,1.054102861740935
16,48,64,1,0.01,1.0556221567652688
16,49,64,1,0.01,1.0546651980140695
16,49,64,1,0.01,1.053802465243647
16,49,64,1,0.01,1.0547286725129539
16,49,64,1,0.01,1.0535569426327531
16,49,64,1,0.01,1.0544010654139062
16,49,64,1,0.01,1.0538119790831615
16,49,64,1,0.01,1.054092609914195
16,49,64,1,0.01,1.053574605705658
16,49,64,1,0.01,1.0547079500097964
16,49,64,1,0.01,1.0547528033445215
16,50,64,1,0.01,1.0537559635808778
16,50,64,1,0.01,1.0536379311674298
16,50,64,1,0.01,1.0535733539066647
16,50,64,1,0.01,1.053485215071991
16,50,64,1,0.01,1.0532752802691256
16,50,64,1,0.01,1.0535632769058716
16,50,64,1,0.01,1.0532838567781817
16,50,64,1,0.01,1.053557995952765
16,50,64,1,0.01,1.0535786783019894
16,50,64,1,0.01,1.0532758019380695
16,51,64,1,0.01,1.053241285008372
16,51,64,1,0.01,1.0532218926309314
16,51,64,1,0.01,1.0521089705678952
16,51,64,1,0.01,1.052305423304719
16,51,64,1,0.01,1.0523918270891117
16,51,64,1,0.01,1.052665952637925
16,51,64,1,0.01,1.0527083884884774
16,51,64,1,0.01,1.0528207615788738
16,51,64,1,0.01,1.0526706356579758
16,51,64,1,0.01,1.0532026746176233
16,52,64,1,0.01,1.0523810557693745
16,52,64,1,0.01,1.052301964749114
16,52,64,1,0.01,1.052347106705085
16,52,64,1,0.01,1.0517987293027027
16,52,64,1,0.01,1.0521004492800647
16,52,64,1,0.01,1.0521162750010509
16,52,64,1,0.01,1.0518381361555458
16,52,64,1,0.01,1.0520725955554482
16,52,64,1,0.01,1.0519731497595382
16,52,64,1,0.01,1.052071416343618
16,53,64,1,0.01,1.051868589498754
16,53,64,1,0.01,1.0517819849445986
16,53,64,1,0.01,1.0515158262752557
16,53,64,1,0.01,1.0515953379524994
16,53,64,1,0.01,1.0515107935105488
16,53,64,1,0.01,1.0516991449319961
16,53,64,1,0.01,1.0507230116274313
16,53,64,1,0.01,1.051673617688529
16,53,64,1,0.01,1.051666395420424
16,53,64,1,0.01,1.0519317076584562
16,54,64,1,0.01,1.0502816782564384
16,54,64,1,0.01,1.0510311669812542
16,54,64,1,0.01,1.0503695309480483
16,54,64,1,0.01,1.0503976500347076
16,54,64,1,0.01,1.0506134925717492
16,54,64,1,0.01,1.0507894973836749
16,54,64,1,0.01,1.0499205446051234
16,54,64,1,0.01,1.0505702432680406
16,54,64,1,0.01,1.0507316714301427
16,54,64,1,0.01,1.0511782594827754
16,55,64,1,0.01,1.0505195377498915
16,55,64,1,0.01,1.0507414219047604
16,55,64,1,0.01,1.0502378805923294
16,55,64,1,0.01,1.0495534096266441
16,55,64,1,0.01,1.050282200203058
16,55,64,1,0.01,1.0506148802409865
16,55,64,1,0.01,1.049536606625715
16,55,64,1,0.01,1.0496361515890413
16,55,64,1,0.01,1.050285025078932
16,55,64,1,0.01,1.0505402739229956
16,56,64,1,0.01,1.0499813582455546
16,56,64,1,0.01,1.0498760381844157
16,56,64,1,0.01,1.04916633852008
16,56,64,1,0.01,1.0489052816352906
16,56,64,1,0.01,1.0503478736830725
16,56,64,1,0.01,1.0496364848728483
16,56,64,1,0.01,1.0490353526071297
16,56,64,1,0.01,1.0496301207256542
16,56,64,1,0.01,1.049550747191679
16,56,64,1,0.01,1.0496774558515214
16,57,64,1,0.01,1.0491399879612382
16,57,64,1,0.01,1.048465484569604
16,57,64,1,0.01,1.0490976367770968
16,57,64,1,0.01,1.048857111096392
16,57,64,1,0.01,1.0487803629694414
16,57,64,1,0.01,1.0490171111837465
16,57,64,1,0.01,1.0482724524542892
16,57,64,1,0.01,1.0490764809343054
16,57,64,1,0.01,1.0489735620220053
16,57,64,1,0.01,1.0492279753464353
16,58,64,1,0.01,1.0485989583442439
16,58,64,1,0.01,1.048553208275447
16,58,64,1,0.01,1.0480780856032854
16,58,64,1,0.01,1.048172736409231
16,58,64,1,0.01,1.0480278301322856
16,58,64,1,0.01,1.048558084452821
16,58,64,1,0.01,1.0483885780385205
16,58,64,1,0.01,1.048363549112298
16,58,64,1,0.01,1.0482768262444058
16,58,64,1,0.01,1.0485359511332697
16,59,64,1,0.01,1.0478228931176647
16,59,64,1,0.01,1.0478739200800324
16,59,64,1,0.01,1.0475005334599627
16,59,64,1,0.01,1.0475406592098002
16,59,64,1,0.01,1.0477744507756477
16,59,64,1,0.01,1.0478613036142799
16,59,64,1,0.01,1.047735054057742
16,59,64,1,0.01,1.0477556389117617
16,59,64,1,0.01,1.0475546823312663
16,59,64,1,0.01,1.0478826703032575
16,60,64,1,0.01,1.0471381193969949
16,60,64,1,0.01,1.0469696949986105
16,60,64,1,0.01,1.0471008437173472
16,60,64,1,0.01,1.0466885656555531
16,60,64,1,0.01,1.0469725829274452
16,60,64,1,0.01,1.0471949475246956
16,60,64,1,0.01,1.0468156147147907
16,60,64,1,0.01,1.0468848982435115
16,60,64,1,0.01,1.0468154796830524
16,60,64,1,0.01,1.047458874887334
16,61,64,1,0.01,1.0468121007968156
16,61,64,1,0.01,1.0470176564931657
16,61,64,1,0.01,1.0464904898484215
16,61,64,1,0.01,1.0463221397982225
16,61,64,1,0.01,1.0465582990798197
16,61,64,1,0.01,1.0462144663863686
16,61,64,1,0.01,1.0464198224233348
16,61,64,1,0.01,1.0463443644556365
16,61,64,1,0.01,1.046369503101211
16,61,64,1,0.01,1.0469177794853235
16,62,64,1,0.01,1.0463199374815138
16,62,64,1,0.01,1.0464760506938378
16,62,64,1,0.01,1.0458560914300679
16,62,64,1,0.01,1.0458951380912518
16,62,64,1,0.01,1.0461643939788772
16,62,64,1,0.01,1.0461213872435084
16,62,64,1,0.01,1.0459705081281674
16,62,64,1,0.01,1.046503063905508
16,62,64,1,0.01,1.046225352422779
16,62,64,1,0.01,1.0462076973949952
16,63,64,1,0.01,1.0456806732986281
16,63,64,1,0.01,1.0454504424707625
16,63,64,1,0.01,1.0456891424258548
16,63,64,1,0.01,1.0451053851852137
16,63,64,1,0.01,1.0451971973125775
16,63,64,1,0.01,1.0459599918340978
16,63,64,1,0.01,1.0452104715005779
16,63,64,1,0.01,1.0453329426454412
16,63,64,1,0.01,1.0456541713629666
16,63,64,1,0.01,1.0456219827582438
16,64,64,1,0.01,1.0454787647131736
16,64,64,1,0.01,1.0445925752953902
16,64,64,1,0.01,1.0445161081800984
16,64,64,1,0.01,1.044932647032376
16,64,64,1,0.01,1.0446277349390594
16,64,64,1,0.01,1.0450291202306996
16,64,64,1,0.01,1.0446390090809872
16,64,64,1,0.01,1.0444307021053265
16,64,64,1,0.01,1.0445668566318242
16,64,64,1,0.01,1.045304223713866
16,65,64,1,0.01,1.0447090716065688
16,65,64,1,0.01,1.0444162797578551
16,65,64,1,0.01,1.0445463990261825
16,65,64,1,0.01,1.0439423203073863
16,65,64,1,0.01,1.0447058504080273
16,65,64,1,0.01,1.045038976606815
16,65,64,1,0.01,1.0443905239906452
16,65,64,1,0.01,1.0445907236846899
16,65,64,1,0.01,1.0446248804658183
16,65,64,1,0.01,1.0446484648940626
16,66,64,1,0.01,1.0438848056495234
16,66,64,1,0.01,1.0439234208062027
16,66,64,1,0.01,1.0434383128730427
16,66,64,1,0.01,1.0438478677715104
16,66,64,1,0.01,1.0436408082264461
16,66,64,1,0.01,1.0443338435735237
16,66,64,1,0.01,1.0435419670711497
16,66,64,1,0.01,1.0435463183840117
16,66,64,1,0.01,1.0437894916459902
16,66,64,1,0.01,1.0439601333027675
16,67,64,1,0.01,1.043539148288877
16,67,64,1,0.01,1.0436929818098297
16,67,64,1,0.01,1.0433460586733954
16,67,64,1,0.01,1.0431412049482982
16,67,64,1,0.01,1.0432266755432444
16,67,64,1,0.01,1.0440593242392282
16,67,64,1,0.01,1.0430307535255794
16,67,64,1,0.01,1.0434753718744447
16,67,64,1,0.01,1.0432049914786685
16,67,64,1,0.01,1.0436250852479856
16,68,64,1,0.01,1.0430826445481196
16,68,64,1,0.01,1.0435369245042758
16,68,64,1,0.01,1.0429074132684928
16,68,64,1,0.01,1.0425161811582684
16,68,64,1,0.01,1.043209842660301
16,68,64,1,0.01,1.0433304872000806
16,68,64,1,0.01,1.0429541580757873
16,68,64,1,0.01,1.0428468632315009
16,68,64,1,0.01,1.0430217009250091
16,68,64,1,0.01,1.0431324253757808
16,69,64,1,0.01,1.0427530112434158
16,69,64,1,0.01,1.0426883059471792
16,69,64,1,0.01,1.042467799236828
16,69,64,1,0.01,1.0425876205596742
16,69,64,1,0.01,1.0424537580570172
16,69,64,1,0.01,1.0427129703023625
16,69,64,1,0.01,1.041905883600936
16,69,64,1,0.01,1.0426425154185353
16,69,64,1,0.01,1.0425174479888508
16,69,64,1,0.01,1.0423325481421888
16,70,64,1,0.01,1.0427303196501594
16,70,64,1,0.01,1.0423150114706028
16,70,64,1,0.01,1.0417471238331633
16,70,64,1,0.01,1.042043014326919
16,70,64,1,0.01,1.0416506317614438
16,70,64,1,0.01,1.0424119533847118
16,70,64,1,0.01,1.0416445392915443
16,70,64,1,0.01,1.0416636320671147
16,70,64,1,0.01,1.041857626850005
16,70,64,1,0.01,1.042351217142188
16,71,64,1,0.01,1.0418688032268677
16,71,64,1,0.01,1.0421705743966212
16,71,64,1,0.01,1.041743935187303
16,71,64,1,0.01,1.040978345463295
16,71,64,1,0.01,1.0418935777243163
16,71,64,1,0.01,1.041875721974691
16,71,64,1,0.01,1.0412755922187826
16,71,64,1,0.01,1.0414887165578197
16,71,64,1,0.01,1.041789598092458
16,71,64,1,0.01,1.0420737900045802
16,72,64,1,0.01,1.0416130184659538
16,72,64,1,0.01,1.0415859248321888
16,72,64,1,0.01,1.0410007591448007
16,72,64,1,0.01,1.041002694803357
16,72,64,1,0.01,1.0412289678059534
16,72,64,1,0.01,1.0416118583951781
16,72,64,1,0.01,1.040911827489242
16,72,64,1,0.01,1.0414201578965294
16,72,64,1,0.01,1.0412331332255642
16,72,64,1,0.01,1.0413661479675975
16,73,64,1,0.01,1.041238900702451
16,73,64,1,0.01,1.0411517069740006
16,73,64,1,0.01,1.0404568911175238
16,73,64,1,0.01,1.0404778236462822
16,73,64,1,0.01,1.041138181130711
16,73,64,1,0.01,1.0409268117665949
16,73,64,1,0.01,1.040263028033439
16,73,64,1,0.01,1.040750003691774
16,73,64,1,0.01,1.0406392617775495
16,73,64,1,0.01,1.0415378850831765
16,74,64,1,0.01,1.0409939123991723
16,74,64,1,0.01,1.040781041164776
16,74,64,1,0.01,1.0401672944195366
16,74,64,1,0.01,1.0404294809588752
16,74,64,1,0.01,1.0402468205655961
16,74,64,1,0.01,1.0405603814922202
16,74,64,1,0.01,1.0400779565911287
16,74,64,1,0.01,1.0403312679958037
16,74,64,1,0.01,1.0406110134971238
16,74,64,1,0.01,1.0409854575359638
16,75,64,1,0.01,1.0401805003703708
16,75,64,1,0.01,1.0403969965110793
16,75,64,1,0.01,1.040017616842778
16,75,64,1,0.01,1.0400600026799165
16,75,64,1,0.01,1.0402984479103707
16,75,64,1,0.01,1.0399981357763515
16,75,64,1,0.01,1.0399329312195686
16,75,64,1,0.01,1.039773604023486
16,75,64,1,0.01,1.0400141420018454
16,75,64,1,0.01,1.0406521910430806
16,76,64,1,0.01,1.0398120571362415
16,76,64,1,0.01,1.0399925790125921
16,76,64,1,0.01,1.0395670028252781
16,76,64,1,0.01,1.0397402060309848
16,76,64,1,0.01,1.039928779496429
16,76,64,1,0.01,1.0397277060959593
16,76,64,1,0.01,1.0395015204378046
16,76,64,1,0.01,1.0398286183369656
16,76,64,1,0.01,1.0398856959607197
16,76,64,1,0.01,1.0400568559985923
16,77,64,1,0.01,1.0392773600741345
16,77,64,1,0.01,1.0394846467550956
16,77,64,1,0.01,1.039134417598789
16,77,64,1,0.01,1.039188669309065
16,77,64,1,0.01,1.0392600090057125
16,77,64,1,0.01,1.039040610821476
16,77,64,1,0.01,1.0388099561118347
16,77,64,1,0.01,1.0392929209017465
16,77,64,1,0.01,1.0391800332128474
16,77,64,1,0.01,1.0396507833380464
16,78,64,1,0.01,1.0390231243542372
16,78,64,1,0.01,1.0394504407210705
16,78,64,1,0.01,1.0387215965857242
16,78,64,1,0.01,1.038798656251023
16,78,64,1,0.01,1.0391287739702249
16,78,64,1,0.01,1.038794481465089
16,78,64,1,0.01,1.0387676607243796
16,78,64,1,0.01,1.0392115127327095
16,78,64,1,0.01,1.039189224826216
16,78,64,1,0.01,1.0390874831789016
16,79,64,1,0.01,1.0388477574902142
16,79,64,1,0.01,1.0386517616123354
16,79,64,1,0.01,1.038475629084257
16,79,64,1,0.01,1.0384936925241521
16,79,64,1,0.01,1.0384127018007687
16,79,64,1,0.01,1.0387357731768199
16,79,64,1,0.01,1.038303066176057
16,79,64,1,0.01,1.0385939841030256
16,79,64,1,0.01,1.0387584246680783
16,79,64,1,0.01,1.038862417825324
16,80,64,1,0.01,1.038616203904384
16,80,64,1,0.01,1.0383025996022108
16,80,64,1,0.01,1.038322222087077
16,80,64,1,0.01,1.0381296161470324
16,80,64,1,0.01,1.0383843560832464
16,80,64,1,0.01,1.0383790413143148
16,80,64,1,0.01,1.0379185267258684
16,80,64,1,0.01,1.0381068461321545
16,80,64,1,0.01,1.0383398691009835
16,80,64,1,0.01,1.038547717112903
16,81,64,1,0.01,1.0381305668862684
16,81,64,1,0.01,1.0381087765083645
16,81,64,1,0.01,1.0379731315253404
16,81,64,1,0.01,1.0377248254587725
16,81,64,1,0.01,1.037921601581314
16,81,64,1,0.01,1.038052028123362
16,81,64,1,0.01,1.0376006911053146
16,81,64,1,0.01,1.0375568455614694
16,81,64,1,0.01,1.0378704535092422
16,81,64,1,0.01,1.0378519145556568
16,82,64,1,0.01,1.0378916282971753
16,82,64,1,0.01,1.0376112956458865
16,82,64,1,0.01,1.0373753645578363
16,82,64,1,0.01,1.037471819981213
16,82,64,1,0.01,1.0378920874106863
16,82,64,1,0.01,1.0378702951104695
16,82,64,1,0.01,1.036899793464625
16,82,64,1,0.01,1.0373225947031115
16,82,64,1,0.01,1.037579715274181
16,82,64,1,0.01,1.037884141499344
16,83,64,1,0.01,1.0375289818894338
16,83,64,1,0.01,1.037548525705337
16,83,64,1,0.01,1.0369760336067806
16,83,64,1,0.01,1.0370168203240688
16,83,64,1,0.01,1.037183313221218
16,83,64,1,0.01,1.0376461230177763
16,83,64,1,0.01,1.0370630117383288
16,83,64,1,0.01,1.03709832166324
16,83,64,1,0.01,1.0373950308162474
16,83,64,1,0.01,1.0376439828314274
16,84,64,1,0.01,1.0368824812863304
16,84,64,1,0.01,1.0370860811985834
16,84,64,1,0.01,1.037050932666186
16,84,64,1,0.01,1.0368248948514776
16,84,64,1,0.01,1.0367844170470026
16,84,64,1,0.01,1.0370056864527533
16,84,64,1,0.01,1.0365759155012721
16,84,64,1,0.01,1.0367835045046412
16,84,64,1,0.01,1.037055803302944
16,84,64,1,0.01,1.0370542752016585
16,85,64,1,0.01,1.0370856784185498
16,85,64,1,0.01,1.036539898956755
16,85,64,1,0.01,1.0362321105888956
16,85,64,1,0.01,1.0361188484709336
16,85,64,1,0.01,1.0368442996865468
16,85,64,1,0.01,1.036728277211785
16,85,64,1,0.01,1.0359766563848458
16,85,64,1,0.01,1.0366544984255377
16,85,64,1,0.01,1.0366273284333087
16,85,64,1,0.01,1.0368298929906077
16,86,64,1,0.01,1.0366842565870849
16,86,64,1,0.01,1.0365474753019344
16,86,64,1,0.01,1.03607729329023
16,86,64,1,0.01,1.0361551752082723
16,86,64,1,0.01,1.0362520978726
16,86,64,1,0.01,1.036211804292397
16,86,64,1,0.01,1.0361383174237777
16,86,64,1,0.01,1.036201156562676
16,86,64,1,0.01,1.0363691246472089
16,86,64,1,0.01,1.0365212157481358
16,87,64,1,0.01,1.0363644284984712
16,87,64,1,0.01,1.0361982854812175
16,87,64,1,0.01,1.0357171469429882
16,87,64,1,0.01,1.0356170319961802
16,87,64,1,0.01,1.035815570662748
16,87,64,1,0.01,1.0357915378755518
16,87,64,1,0.01,1.0357886048190685
16,87,64,1,0.01,1.0358780875267135
16,87,64,1,0.01,1.0359843713143666
16,87,64,1,0.01,1.036159047815856
16,88,64,1,0.01,1.0356723015535882
16,88,64,1,0.01,1.0357138666407235
16,88,64,1,0.01,1.0357200490774692
16,88,64,1,0.01,1.0356906115766373
16,88,64,1,0.01,1.0359608953351727
16,88,64,1,0.01,1.035758926443241
16,88,64,1,0.01,1.0355239192503445
16,88,64,1,0.01,1.0357818680016515
16,88,64,1,0.01,1.0355168375080344
16,88,64,1,0.01,1.035752904431553
16,89,64,1,0.01,1.0354717182758715
16,89,64,1,0.01,1.0354105220691099
16,89,64,1,0.01,1.0352304885483248
16,89,64,1,0.01,1.0352489852918465
16,89,64,1,0.01,1.0354498853861804
16,89,64,1,0.01,1.0353826021729935
16,89,64,1,0.01,1.0351526639590376
16,89,64,1,0.01,1.0354085865970144
16,89,64,1,0.01,1.0355286084214559
16,89,64,1,0.01,1.0356729605321118
16,90,64,1,0.01,1.0351580466404802
16,90,64,1,0.01,1.0352726505432848
16,90,64,1,0.01,1.0350092593208
16,90,64,1,0.01,1.0349283258485593
16,90,64,1,0.01,1.035027413483835
16,90,64,1,0.01,1.0350363024886324
16,90,64,1,0.01,1.034878340574828
16,90,64,1,0.01,1.035037183849528
16,90,64,1,0.01,1.0350096629654966
16,90,64,1,0.01,1.0352468712048195
16,91,64,1,0.01,1.034957863314571
16,91,64,1,0.01,1.0348152940212145
16,91,64,1,0.01,1.034865112723157
16,91,64,1,0.01,1.0348196961773484
16,91,64,1,0.01,1.0348847876916678
16,91,64,1,0.01,1.0347392570102523
16,91,64,1,0.01,1.0345321743591704
16,91,64,1,0.01,1.0345614806067223
16,91,64,1,0.01,1.0350042681352263
16,91,64,1,0.01,1.0348419902197428
16,92,64,1,0.01,1.0346823396200575
16,92,64,1,0.01,1.034661522996734
16,92,64,1,0.01,1.034477207530831
16,92,64,1,0.01,1.0344449427235385
16,92,64,1,0.01,1.0345404201844977
16,92,64,1,0.01,1.034723708006598
16,92,64,1,0.01,1.0340665536750062
16,92,64,1,0.01,1.0344243397924162
16,92,64,1,0.01,1.034523113569002
16,92,64,1,0.01,1.0346384091645335
16,93,64,1,0.01,1.0344105038907767
16,93,64,1,0.01,1.0345674913412808
16,93,64,1,0.01,1.0341578980548949
16,93,64,1,0.01,1.0341649413747511
16,93,64,1,0.01,1.0342919620566589
16,93,64,1,0.01,1.0345072073981527
16,93,64,1,0.01,1.0340418039530497
16,93,64,1,0.01,1.0340141608147833
16,93,64,1,0.01,1.0341433297797578
16,93,64,1,0.01,1.0342452631987387
16,94,64,1,0.01,1.0342973355109766
16,94,64,1,0.01,1.0341188762357392
16,94,64,1,0.01,1.0337973349543832
16,94,64,1,0.01,1.0338509971330077
16,94,64,1,0.01,1.0338845075701963
16,94,64,1,0.01,1.0341708570822965
16,94,64,1,0.01,1.0334980994802883
16,94,64,1,0.01,1.0341242546644285
16,94,64,1,0.01,1.0338433347012592
16,94,64,1,0.01,1.0341826844355027
16,95,64,1,0.01,1.0339553422791135
16,95,64,1,0.01,1.0336532842742852
16,95,64,1,0.01,1.0334343551075487
16,95,64,1,0.01,1.0333760514463997
16,95,64,1,0.01,1.0336777233771715
16,95,64,1,0.01,1.03366613229158
16,95,64,1,0.01,1.033345810748033
16,95,64,1,0.01,1.0337536803306442
16,95,64,1,0.01,1.033708418620781
16,95,64,1,0.01,1.0339109899154082
16,96,64,1,0.01,1.033509440951629
16,96,64,1,0.01,1.0336453589723853
16,96,64,1,0.01,1.033443427905681
16,96,64,1,0.01,1.0334807306871574
16,96,64,1,0.01,1.0335956702456215
16,96,64,1,0.01,1.0336542937197306
16,96,64,1,0.01,1.0331290665626576
16,96,64,1,0.01,1.0333503850405994
16,96,64,1,0.01,1.0333648762749383
16,96,64,1,0.01,1.0336707245281025
16,97,64,1,0.01,1.0332957492925634
16,97,64,1,0.01,1.0331665093708318
16,97,64,1,0.01,1.0332416085179887
16,97,64,1,0.01,1.032853153216862
16,97,64,1,0.01,1.0331875223105602
16,97,64,1,0.01,1.033205066389476
16,97,64,1,0.01,1.0327352566214303
16,97,64,1,0.01,1.033026951524682
16,97,64,1,0.01,1.0328933025753506
16,97,64,1,0.01,1.0333011788521402
16,98,64,1,0.01,1.0329939604972855
16,98,64,1,0.01,1.0329069368122694
16,98,64,1,0.01,1.032694080804568
16,98,64,1,0.01,1.0327582363859318
16,98,64,1,0.01,1.0328597110860809
16,98,64,1,0.01,1.0328605641120265
16,98,64,1,0.01,1.0324600041126304
16,98,64,1,0.01,1.032894795238558
16,98,64,1,0.01,1.032890548467831
16,98,64,1,0.01,1.032962770147217
16,99,64,1,0.01,1.0327954817907072
16,99,64,1,0.01,1.0325892771858896
16,99,64,1,0.01,1.0324870077792172
16,99,64,1,0.01,1.0325000208764852
16,99,64,1,0.01,1.0326231455976302
16,99,64,1,0.01,1.0326821920287215
16,99,64,1,0.01,1.0322646790927472
16,99,64,1,0.01,1.0326509851116357
16,99,64,1,0.01,1.032731527881641
16,99,64,1,0.01,1.033011270447306
16,100,64,1,0.01,1.032674926211447
16,100,64,1,0.01,1.0323032803864565
16,100,64,1,0.01,1.0321225396156815
16,100,64,1,0.01,1.0323657610067811
16,100,64,1,0.01,1.0325072604559145
16,100,64,1,0.01,1.032224272872053
16,100,64,1,0.01,1.0323548544876526
16,100,64,1,0.01,1.032346622963171
16,100,64,1,0.01,1.0325141614742122
16,100,64,1,0.01,1.0325903989770544
32,2,64,1,0.01,1.2297550022052093
32,2,64,1,0.01,1.2334003056163945
32,2,64,1,0.01,1.2307826949126675
32,2,64,1,0.01,1.2253154654648728
32,2,64,1,0.01,1.2295399042953687
32,2,64,1,0.01,1.232141355803101
32,2,64,1,0.01,1.2303328029297396
32,2,64,1,0.01,1.232107655618436
32,2,64,1,0.01,1.2318547572222933
32,2,64,1,0.01,1.2285927674356691
32,3,64,1,0.01,1.3134802487542168
32,3,64,1,0.01,1.3166470762530875
32,3,64,1,0.01,1.3164498810815697
32,3,64,1,0.01,1.301192230670149
32,3,64,1,0.01,1.3092119631603194
32,3,64,1,0.01,1.3104314800369994
32,3,64,1,0.01,1.3175514469467393
32,3,64,1,0.01,1.3168151689440895
32,3,64,1,0.01,1.3182643400456315
32,3,64,1,0.01,1.3138068792428883
32,4,64,1,0.01,1.3559013043181969
32,4,64,1,0.01,1.3599867032327562
32,4,64,1,0.01,1.3560410940017649
32,4,64,1,0.01,1.3437959009502662
32,4,64,1,0.01,1.3547149687080913
